itin_validatingcarrier,OBL_originairportcode,OBL_destinationairportcode,OBL_flightNumber,OBL_departdate,OBL_departtime,OBL_arrivedate,OBL_arrivetime,IBL_originairportcode,IBL_destinationairportcode,IBL_flightnumber,IBL_departdate,IBL_departtime,IBL_arrivedate,IBL_arrivetime,itin_cabin,itin_bookingcode,itin_totalamount,taxbreakdown,yq_val,yr_val,itin_true_tax_amount
"AF","JFK","CDG","5","20250628","1830","20250629","805","CDG","JFK","6","20250712","1330","20250712","1545","B","I","4400.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|FR 25.30|O4 135.70|QX 38.50|YQ 52.00|YR 2080.00","52.0","2080.0","273.30999999999995"
"AF","JFK","CDG","11","20250628","100","20250628","1415","CDG","JFK","8990","20250712","1440","20250712","1710","B","I","5354.91","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|FR 25.30|O4 135.70|QX 38.10|YQ 52.00|YR 2080.00","52.0","2080.0","272.90999999999985"
"AA","JFK","BOS","4708","20250524","930","20250524","1105","BOS","JFK","4566","20250526","930","20250526","1050","E","O","256.97","USD:AY 11.20|US 15.79|XF 9.00|ZP 10.40","0.0","0.0","46.39"
"UA","EWR","ORD","1308","20250702","2155","20250702","2337","ORD","LGA","467","20250705","1405","20250705","1727","E","L","287.97","USD:AY 11.20|US 17.96|XF 9.00|ZP 10.40","0.0","0.0","48.56"
"UA","EWR","ORD","2100","20250702","800","20250702","939","ORD","EWR","2133","20250705","1540","20250705","1914","E","L","287.97","USD:AY 11.20|US 17.96|XF 9.00|ZP 10.40","0.0","0.0","48.56"
"UA","EWR","ORD","2180","20250702","1318","20250702","1455","ORD","EWR","534","20250705","1755","20250705","2128","E","T","382.96","USD:AY 11.20|US 24.58|XF 9.00|ZP 10.40","0.0","0.0","55.18"
"AA","JFK","ORD","483","20250702","1430","20250702","1618","ORD","JFK","2994","20250705","1008","20250705","1328","E","G","406.96","USD:AY 11.20|US 26.26|XF 9.00|ZP 10.40","0.0","0.0","56.86"
"UA","EWR","RDU","1850","20250508","1658","20250508","1843","RDU","EWR","3710","20250509","1820","20250509","2030","E","E","625.97","USD:AY 11.20|US 41.54|XF 9.00|ZP 10.40","0.0","0.0","72.14"
"AC","EWR","YVR","547","20250702","815","20250702","1120","YVR","EWR","548","20250730","840","20250730","1659","E","B","1162.9","USD:AY 5.60|US 76.28|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 18.10|ZP 10.40|XG 0.91","0.0","0.0","145.9"
"UA","EWR","ATL","440","20250708","1411","20250708","1633","ATL","EWR","447","20250711","600","20250711","815","E","T","335.96","USD:AY 11.20|US 21.30|XF 9.00|ZP 10.40","0.0","0.0","51.9"
"UA","EWR","SFO","1343","20250519","1130","20250519","1506","SFO","EWR","2482","20250520","2250","20250521","720","E","W","626.96","USD:AY 11.20|US 41.61|XF 9.00|ZP 10.40","0.0","0.0","72.21"
"UA","EWR","SFO","548","20250519","1645","20250519","2002","SFO","EWR","2626","20250520","1620","20250521","58","E","V","686.96","USD:AY 11.20|US 45.79|XF 9.00|ZP 10.40","0.0","0.0","76.39"
"AA","JFK","SFO","76","20250519","600","20250519","925","SFO","EWR","7427","20250520","1011","20250520","1859","B","I","1451.79","USD:AY 11.20|US 99.15|XF 9.00|ZP 10.40","0.0","0.0","129.75"
"AF","JFK","CDG","11","20250829","100","20250829","1415","CDG","JFK","2","20250913","830","20250913","1030","E","N","810.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|FR 25.30|O4 45.20|QX 38.50|YQ 52.00|YR 420.00","52.0","420.0","182.80999999999995"
"AF","JFK","CDG","3","20250829","1730","20250830","655","CDG","JFK","8","20250913","1630","20250913","1845","E","T","880.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|FR 25.30|O4 45.20|QX 38.50|YQ 52.00|YR 420.00","52.0","420.0","182.80999999999995"
"UA","EWR","RDU","1890","20250508","729","20250508","909","RDU","EWR","2641","20250510","1451","20250510","1630","E","Q","728.97","USD:AY 11.20|US 48.72|XF 9.00|ZP 10.40","0.0","0.0","79.32"
"AC","LGA","YYZ","8991","20250521","1420","20250521","1602","YYZ","JFK","8556","20250524","2055","20250524","2245","E","K","277.62","USD:AY 5.60|US 13.73|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.62"
"AC","LGA","YYZ","8991","20250521","1420","20250521","1602","YYZ","LGA","8988","20250524","1155","20250524","1329","E","K","277.62","USD:AY 5.60|US 13.73|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.62"
"AC","EWR","YYZ","1399","20250521","1955","20250521","2145","YYZ","JFK","8552","20250524","755","20250524","939","E","L","298.04","USD:AY 5.60|US 15.15|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","96.04"
"AC","JFK","YYZ","8553","20250521","1030","20250521","1215","YYZ","LGA","8994","20250524","1730","20250524","1905","E","T","315.24","USD:AY 5.60|US 16.35|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","97.24"
"AC","LGA","YYZ","8999","20250521","2045","20250521","2227","YYZ","JFK","8552","20250524","755","20250524","939","E","S","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"AC","LGA","YYZ","8999","20250521","2045","20250521","2227","YYZ","LGA","8990","20250524","1325","20250524","1459","E","S","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"BA","JFK","LHR","176","20250604","1930","20250605","745","LHR","JFK","1506","20250702","1410","20250702","1659","E","O","801.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"AF","JFK","LHR","9917","20250604","2325","20250605","1125","LHR","JFK","9900","20250702","1545","20250702","1850","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"BA","JFK","LHR","178","20250604","750","20250604","1945","LHR","JFK","177","20250702","1320","20250702","1610","E","O","941.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"BA","JFK","LHR","1594","20250604","945","20250604","2140","LHR","JFK","117","20250702","820","20250702","1105","E","O","941.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"EI","JFK","LHR","8878","20250604","750","20250604","1945","LHR","JFK","8879","20250702","1805","20250702","2100","E","V","1470.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 550.00","550.0","0.0","262.30999999999995"
"DL","JFK","LGW","62","20250901","2135","20250902","1000","LHR","JFK","5991","20250913","2010","20250913","2300","E","E","562.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 200.00","10.0","200.0","262.31"
"UA","EWR","LHR","16","20250901","1825","20250902","645","LHR","EWR","15","20250913","1520","20250913","1835","E","K","562.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 210.00","210.0","0.0","262.31"
"UA","EWR","LHR","110","20250901","1735","20250902","555","LHR","EWR","15","20250913","1520","20250913","1835","E","K","562.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 210.00","210.0","0.0","262.31"
"BA","JFK","LHR","1511","20250508","1810","20250509","620","LHR","JFK","179","20250515","1805","20250515","2100","E","O","621.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 320.00|YR 10.00","320.0","10.0","262.30999999999995"
"AC","EWR","YVR","549","20250607","1810","20250607","2115","YVR","EWR","548","20250617","830","20250617","1659","E","K","432.97","USD:AY 5.60|US 25.35|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 18.10|ZP 10.40|XG 0.91","0.0","0.0","94.97"
"UA","EWR","ORD","254","20250507","1835","20250507","2025","ORD","EWR","563","20250514","710","20250514","1026","E","V","496.96","USD:AY 11.20|US 32.54|XF 9.00|ZP 10.40","0.0","0.0","63.14"
"DL","JFK","LHR","5994","20250615","1800","20250616","625","LGW","JFK","63","20250618","1200","20250618","1510","E","E","862.61","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 27.10|YQ 10.00|YR 480.00","10.0","480.0","220.61"
"VS","JFK","LHR","26","20250615","810","20250615","2000","LHR","JFK","3","20250618","935","20250618","1245","E","T","904.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 480.00|YR 10.00","480.0","10.0","262.30999999999995"
"AA","LGA","MIA","2039","20250521","1130","20250521","1441","MIA","LGA","2271","20250523","1804","20250523","2100","E","Q","327.97","USD:AY 11.20|US 20.75|XF 9.00|ZP 10.40","0.0","0.0","51.35"
"UA","EWR","MIA","2295","20250521","1110","20250521","1426","MIA","EWR","2107","20250523","1015","20250523","1323","E","G","332.97","USD:AY 11.20|US 21.10|XF 9.00|ZP 10.40","0.0","0.0","51.7"
"TS","EWR","YTZ","7443","20250605","1825","20250605","2005","YTZ","EWR","7523","20250707","830","20250707","1000","E","Q","271.07","USD:AY 5.60|US 13.73|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","88.07"
"AC","LGA","YYZ","705","20250511","830","20250511","1010","YYZ","LGA","8992","20250513","1655","20250513","1831","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"AC","LGA","YYZ","705","20250511","830","20250511","1010","YYZ","JFK","8552","20250513","755","20250513","939","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"AC","EWR","YYZ","1399","20250511","1955","20250511","2145","YYZ","EWR","1396","20250513","1730","20250513","1908","E","L","414.14","USD:AY 5.60|US 23.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","104.14"
"AC","EWR","YYZ","3258","20250511","1655","20250511","1900","YYZ","EWR","3712","20250513","1800","20250513","2000","E","S","443.17","USD:AY 5.60|US 25.28|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","106.17"
"AC","LGA","YYZ","709","20250511","1145","20250511","1325","YYZ","EWR","8880","20250513","1600","20250513","1739","E","W","516.27","USD:AY 5.60|US 30.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","111.27"
"UA","EWR","LAS","2359","20250513","2030","20250513","2324","LAS","EWR","2473","20250515","2220","20250516","614","E","L","509.96","USD:AY 11.20|US 33.44|XF 9.00|ZP 10.40","0.0","0.0","64.04"
"KE","JFK","ICN","86","20250614","50","20250615","450","ICN","JFK","81","20250703","1000","20250703","1110","F","F","23802.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|BP 17.20|YQ 1.80|YR 710.00","1.8","710.0","91.00999999999999"
"AC","EWR","YYZ","8875","20250511","900","20250511","1043","YYZ","LGA","8992","20250517","1655","20250517","1831","E","L","376.52","USD:AY 5.60|US 20.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.52"
"UA","EWR","YYZ","8045","20250518","900","20250518","1043","YYZ","LGA","8226","20250524","915","20250524","1051","E","L","373.29","USD:AY 5.60|US 20.40|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.29"
"UA","LGA","YYZ","8573","20250518","1030","20250518","1212","YYZ","EWR","8714","20250524","630","20250524","809","E","T","387.27","USD:AY 5.60|US 21.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","102.27"
"UA","LGA","YYZ","8403","20250518","1550","20250518","1732","YYZ","EWR","3460","20250524","1800","20250524","1948","E","H","572.17","USD:AY 5.60|US 34.28|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","115.17"
"B6","JFK","LAX","223","20250530","659","20250530","1004","LAX","JFK","824","20250531","2125","20250601","559","E","L","296.96","USD:AY 11.20|US 18.58|XF 9.00|ZP 10.40","0.0","0.0","49.18"
"B6","JFK","LAX","123","20250530","605","20250530","909","LAX","JFK","824","20250531","2125","20250601","559","E","L","296.96","USD:AY 11.20|US 18.58|XF 9.00|ZP 10.40","0.0","0.0","49.18"
"AA","JFK","LAX","3","20250530","1100","20250530","1409","LAX","JFK","32","20250531","1200","20250531","2030","E","S","461.97","USD:AY 11.20|US 30.10|XF 9.00|ZP 10.40","0.0","0.0","60.7"
"TS","EWR","YTZ","7368","20250810","2100","20250810","2240","YTZ","EWR","7136","20250815","1715","20250815","1845","E","W","390.39","USD:AY 5.60|US 22.05|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","96.39"
"PD","EWR","YTZ","2130","20250810","1315","20250810","1455","YYZ","LGA","605","20250815","1450","20250815","1630","E","X","403.39","USD:AY 5.60|US 22.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","103.39"
"AA","JFK","PIT","4734","20250509","1357","20250509","1532","PIT","LGA","4649","20250512","1852","20250512","2015","E","G","380.96","USD:AY 11.20|US 24.44|XF 9.00|ZP 10.40","0.0","0.0","55.04"
"UA","EWR","LAS","279","20250523","900","20250523","1128","LAS","EWR","2267","20250526","1435","20250526","2239","E","W","786.96","USD:AY 11.20|US 52.77|XF 9.00|ZP 10.40","0.0","0.0","83.37"
"AF","JFK","LHR","6753","20250505","1800","20250506","625","LHR","JFK","9655","20250510","2010","20250510","2300","E","V","645.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 330.00","52.0","330.0","262.30999999999995"
"AF","JFK","LHR","6753","20250505","1800","20250506","625","LHR","JFK","9923","20250510","1650","20250510","1940","E","V","645.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 330.00","52.0","330.0","262.30999999999995"
"AS","JFK","LHR","6922","20250505","1930","20250506","745","LHR","JFK","6901","20250510","945","20250510","1240","E","O","813.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80","0.0","0.0","262.31"
"UA","EWR","SFO","1960","20250515","700","20250515","1022","SFO","EWR","1791","20250516","1515","20250516","2353","E","S","628.97","USD:AY 11.20|US 41.75|XF 9.00|ZP 10.40","0.0","0.0","72.35"
"AC","LGA","YUL","8641","20250618","1745","20250618","1917","YUL","EWR","8938","20250622","810","20250622","940","E","G","288.09","USD:AY 5.60|US 14.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 28.90|ZP 10.40|XG 1.45|XQ 2.88","0.0","0.0","98.09"
"AC","LGA","YUL","8641","20250618","1745","20250618","1917","YUL","EWR","8944","20250622","1825","20250622","1958","E","G","374.09","USD:AY 5.60|US 20.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 28.90|ZP 10.40|XG 1.45|XQ 2.88","0.0","0.0","104.09"
"AC","LGA","YUL","8645","20250618","2015","20250618","2147","YUL","LGA","8640","20250622","1530","20250622","1659","E","L","500.94","USD:AY 5.60|US 29.10|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 28.90|ZP 10.40|XG 1.45|XQ 2.88","0.0","0.0","112.94"
"UA","EWR","LAS","2689","20250620","1835","20250620","2108","LAS","EWR","1995","20250626","2105","20250627","500","E","K","371.97","USD:AY 11.20|US 23.82|XF 9.00|ZP 10.40","0.0","0.0","54.42"
"UA","LGA","ORD","1936","20250523","1725","20250523","1905","ORD","LGA","1576","20250525","2000","20250525","2322","E","S","414.96","USD:AY 11.20|US 26.82|XF 9.00|ZP 10.40","0.0","0.0","57.42"
"AA","EWR","ORD","3354","20250523","1930","20250523","2121","ORD","EWR","3253","20250525","1911","20250525","2230","E","V","498.96","USD:AY 11.20|US 32.68|XF 9.00|ZP 10.40","0.0","0.0","63.28"
"UA","EWR","ORD","2337","20250523","900","20250523","1039","ORD","EWR","1209","20250525","2145","20250526","106","E","Q","570.97","USD:AY 11.20|US 37.70|XF 9.00|ZP 10.40","0.0","0.0","68.3"
"AA","JFK","BNA","4693","20250601","1225","20250601","1350","BNA","LGA","4402","20250604","600","20250604","921","E","Q","576.97","USD:AY 11.20|US 38.12|XF 9.00|ZP 10.40","0.0","0.0","68.72"
"DL","LGA","ORD","2806","20250520","2055","20250520","2241","ORD","LGA","2767","20250523","600","20250523","910","E","E","271.79","USD:AY 11.20|US 16.83|XF 9.00|ZP 10.40","0.0","0.0","47.43"
"AA","LGA","ORD","462","20250520","555","20250520","728","ORD","LGA","2826","20250523","1600","20250523","1911","E","O","309.96","USD:AY 11.20|US 19.49|XF 9.00|ZP 10.40","0.0","0.0","50.09"
"UA","LGA","ORD","1807","20250520","1935","20250520","2116","ORD","LGA","2370","20250523","1400","20250523","1722","E","G","311.96","USD:AY 11.20|US 19.63|XF 9.00|ZP 10.40","0.0","0.0","50.23"
"UA","LGA","ORD","705","20250520","2035","20250520","2216","ORD","LGA","1006","20250523","1800","20250523","2120","E","G","311.96","USD:AY 11.20|US 19.63|XF 9.00|ZP 10.40","0.0","0.0","50.23"
"AA","LGA","ORD","359","20250520","1929","20250520","2104","ORD","LGA","774","20250523","1837","20250523","2155","E","Q","329.97","USD:AY 11.20|US 20.89|XF 9.00|ZP 10.40","0.0","0.0","51.49"
"AA","LGA","ORD","392","20250520","659","20250520","845","ORD","EWR","4749","20250523","702","20250523","1027","E","O","352.96","USD:AY 11.20|US 22.49|XF 9.00|ZP 10.40","0.0","0.0","53.09"
"UA","EWR","ORD","1144","20250520","1515","20250520","1700","ORD","LGA","758","20250523","1708","20250523","2028","E","T","356.97","USD:AY 11.20|US 22.77|XF 9.00|ZP 10.40","0.0","0.0","53.37"
"UA","LGA","ORD","705","20250520","2035","20250520","2216","ORD","EWR","2133","20250523","1600","20250523","1934","E","G","376.97","USD:AY 11.20|US 24.17|XF 9.00|ZP 10.40","0.0","0.0","54.77"
"UA","EWR","ORD","1308","20250520","2155","20250520","2344","ORD","EWR","534","20250523","1757","20250523","2130","E","K","386.96","USD:AY 11.20|US 24.86|XF 9.00|ZP 10.40","0.0","0.0","55.46"
"AA","LGA","ORD","1166","20250520","1429","20250520","1605","ORD","LGA","2629","20250523","1211","20250523","1517","E","O","400.97","USD:AY 11.20|US 25.84|XF 9.00|ZP 10.40","0.0","0.0","56.44"
"AA","LGA","ORD","2057","20250520","1800","20250520","1940","ORD","LGA","2629","20250523","1211","20250523","1517","E","Q","420.98","USD:AY 11.20|US 27.24|XF 9.00|ZP 10.40","0.0","0.0","57.84"
"UA","EWR","ORD","1525","20250520","1005","20250520","1148","ORD","EWR","2191","20250523","845","20250523","1209","E","L","446.97","USD:AY 11.20|US 29.05|XF 9.00|ZP 10.40","0.0","0.0","59.65"
"UA","EWR","ORD","1144","20250520","1515","20250520","1700","ORD","EWR","2649","20250523","1426","20250523","1800","E","T","450.97","USD:AY 11.20|US 29.33|XF 9.00|ZP 10.40","0.0","0.0","59.93"
"AS","JFK","LHR","5258","20250731","1845","20250801","650","LHR","JFK","6901","20250805","945","20250805","1240","E","O","908.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80","0.0","0.0","262.31"
"UA","EWR","YYZ","8045","20250612","900","20250612","1046","YYZ","LGA","8226","20250615","915","20250615","1051","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"UA","LGA","YYZ","8469","20250612","835","20250612","1015","YYZ","EWR","3705","20250615","1500","20250615","1648","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"UA","LGA","YYZ","8227","20250612","600","20250612","740","YYZ","EWR","3705","20250615","1500","20250615","1648","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"UA","LGA","YYZ","8229","20250612","715","20250612","857","YYZ","EWR","8202","20250615","1730","20250615","1908","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"UA","LGA","YYZ","8233","20250612","1645","20250612","1825","YYZ","EWR","8714","20250615","630","20250615","808","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"AA","JFK","YYZ","4552","20250612","759","20250612","949","YYZ","JFK","4552","20250615","1059","20250615","1244","E","Q","371.14","USD:AY 5.60|US 20.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.14"
"BA","JFK","LHR","116","20250622","2005","20250623","815","LHR","JFK","175","20250716","1000","20250716","1245","E","O","801.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"BA","EWR","LHR","188","20250622","2125","20250623","925","LHR","JFK","183","20250716","1940","20250716","2230","E","Q","866.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"IB","JFK","LHR","3560","20250622","1845","20250623","650","LHR","JFK","3559","20250716","1135","20250716","1425","E","Q","1050.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 509.00|YR 10.00","509.0","10.0","262.30999999999995"
"EI","JFK","LHR","8816","20250622","2005","20250623","815","LHR","JFK","8883","20250716","1940","20250716","2230","E","N","1470.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 550.00","550.0","0.0","262.30999999999995"
"VS","JFK","LGW","4061","20250525","2140","20250526","1000","LHR","JFK","9","20250604","1255","20250604","1600","E","T","612.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 270.00|YR 10.00","270.0","10.0","262.30999999999995"
"EI","JFK","LGW","8272","20250525","1945","20250526","750","LHR","JFK","8879","20250604","1805","20250604","2100","E","O","913.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 410.00","410.0","0.0","262.30999999999995"
"DL","JFK","LHR","5996","20250614","810","20250614","2000","LHR","JFK","5995","20250629","1225","20250629","1530","E","E","773.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 500.00","10.0","500.0","262.30999999999995"
"DL","JFK","LGW","62","20250614","2130","20250615","1000","LHR","JFK","5993","20250629","1255","20250629","1600","E","V","873.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 420.00","10.0","420.0","262.30999999999995"
"BA","JFK","LHR","172","20250614","2055","20250615","910","LHR","JFK","183","20250629","1940","20250629","2230","E","Q","930.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 550.00|YR 10.00","550.0","10.0","262.30999999999995"
"AA","JFK","BCN","66","20250521","1710","20250522","645","BCN","JFK","67","20250604","1250","20250604","1529","E","M","1517.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|JD 18.10|OG 0.70|QV 4.20|YQ 10.00|YR 460.00","10.0","460.0","96.80999999999995"
"IB","JFK","BCN","2628","20250521","2325","20250522","1325","BCN","JFK","4186","20250604","1250","20250604","1529","E","Y","2395.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|JD 18.10|OG 0.70|QV 4.20|YQ 250.00|YR 10.00","250.0","10.0","96.81"
"TS","EWR","YTZ","7362","20250624","1200","20250624","1340","YTZ","EWR","7360","20250811","745","20250811","915","E","Q","320.52","USD:AY 5.60|US 17.18|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","91.52"
"UA","EWR","LAS","1513","20250531","1835","20250531","2108","LAS","EWR","2267","20250602","1435","20250602","2239","E","K","551.96","USD:AY 11.20|US 36.37|XF 9.00|ZP 10.40","0.0","0.0","66.97"
"IB","JFK","BCN","2628","20250602","2340","20250603","1340","BCN","JFK","2627","20250616","1840","20250616","2140","E","O","1047.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|JD 18.10|OG 0.70|QV 4.20|YR 10.00","0.0","10.0","96.81"
"DL","JFK","MIA","1528","20250607","700","20250607","1006","MIA","JFK","1924","20250611","701","20250611","1000","E","E","146.96","USD:AY 11.20|US 8.12|XF 9.00|ZP 10.40","0.0","0.0","38.72"
"AA","LGA","MIA","1576","20250607","1800","20250607","2110","MIA","LGA","1553","20250611","1506","20250611","1800","E","O","226.96","USD:AY 11.20|US 13.70|XF 9.00|ZP 10.40","0.0","0.0","44.3"
"AA","LGA","MIA","1530","20250607","655","20250607","1000","MIA","LGA","1553","20250611","1506","20250611","1800","E","O","226.96","USD:AY 11.20|US 13.70|XF 9.00|ZP 10.40","0.0","0.0","44.3"
