itin_validatingcarrier,OBL_originairportcode,OBL_destinationairportcode,OBL_flightNumber,OBL_departdate,OBL_departtime,OBL_arrivedate,OBL_arrivetime,IBL_originairportcode,IBL_destinationairportcode,IBL_flightnumber,IBL_departdate,IBL_departtime,IBL_arrivedate,IBL_arrivetime,itin_cabin,itin_bookingcode,itin_totalamount,taxbreakdown,yq_val,yr_val,itin_true_tax_amount
"B0","EWR","ORY","101","20250529","1900","20250530","840","ORY","EWR","104","20250612","1445","20250612","1715","B","W","4824.01","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|FR 25.30|O4 45.20|QX 34.70|YQ 1200.00","1200.0","0.0","179.01"
"BA","JFK","LHR","1511","20250508","1810","20250509","620","LHR","JFK","117","20250515","820","20250515","1105","E","O","651.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 320.00|YR 10.00","320.0","10.0","262.30999999999995"
"BA","JFK","LHR","114","20250508","2130","20250509","940","LHR","JFK","113","20250515","1620","20250515","1925","E","V","841.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 340.00|YR 10.00","340.0","10.0","262.30999999999995"
"UA","EWR","ORD","661","20250507","1655","20250507","1840","ORD","EWR","2649","20250514","1432","20250514","1800","E","H","656.97","USD:AY 11.20|US 43.70|XF 9.00|ZP 10.40","0.0","0.0","74.3"
"HA","EWR","SFO","4902","20250519","1929","20250519","2301","SFO","JFK","6839","20250525","1339","20250525","2229","E","U","396.59","USD:AY 11.20|US 25.53|XF 9.00|ZP 10.40","0.0","0.0","56.13"
"DL","JFK","LGW","62","20250615","2130","20250616","1000","LHR","JFK","5993","20250618","1255","20250618","1600","E","E","904.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 480.00","10.0","480.0","262.30999999999995"
"DL","JFK","LHR","5992","20250615","2100","20250616","915","LHR","JFK","5989","20250618","1850","20250618","2129","E","E","904.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 480.00","10.0","480.0","262.30999999999995"
"EI","JFK","LGW","8272","20250615","1945","20250616","750","LHR","JFK","8877","20250618","1320","20250618","1610","E","N","1253.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00","500.0","0.0","262.30999999999995"
"AA","EWR","MIA","2933","20250521","1729","20250521","2035","MIA","JFK","642","20250523","1306","20250523","1606","E","O","271.96","USD:AY 11.20|US 16.84|XF 9.00|ZP 10.40","0.0","0.0","47.44"
"AA","EWR","MIA","2933","20250521","1729","20250521","2035","MIA","JFK","1357","20250523","1954","20250523","2259","E","O","271.96","USD:AY 11.20|US 16.84|XF 9.00|ZP 10.40","0.0","0.0","47.44"
"AC","LGA","YYZ","703","20250511","725","20250511","907","YYZ","LGA","8994","20250513","1730","20250513","1905","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"AC","LGA","YYZ","703","20250511","725","20250511","907","YYZ","EWR","1392","20250513","835","20250513","1013","E","G","376.52","USD:AY 5.60|US 20.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.52"
"AC","EWR","YYZ","8881","20250511","1630","20250511","1809","YYZ","JFK","8552","20250513","755","20250513","939","E","S","405.54","USD:AY 5.60|US 22.65|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","103.54"
"AC","EWR","YYZ","8879","20250511","1355","20250511","1538","YYZ","LGA","722","20250513","1915","20250513","2051","E","S","405.54","USD:AY 5.60|US 22.65|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","103.54"
"AC","EWR","YYZ","3672","20250511","2028","20250511","2223","YYZ","EWR","1398","20250513","2110","20250513","2248","E","L","414.14","USD:AY 5.60|US 23.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","104.14"
"AC","EWR","YYZ","3258","20250511","1655","20250511","1900","YYZ","EWR","3132","20250513","730","20250513","912","E","S","443.17","USD:AY 5.60|US 25.28|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","106.17"
"AC","LGA","YYZ","8999","20250511","2045","20250511","2227","YYZ","EWR","3712","20250513","1800","20250513","2000","E","Q","576.47","USD:AY 5.60|US 34.58|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","115.47"
"AC","LGA","YYZ","8999","20250511","2045","20250511","2227","YYZ","EWR","3132","20250513","730","20250513","912","E","Q","576.47","USD:AY 5.60|US 34.58|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","115.47"
"AC","LGA","YYZ","8993","20250511","1550","20250511","1732","YYZ","EWR","8878","20250513","1355","20250513","1534","E","H","608.72","USD:AY 5.60|US 36.83|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","117.72"
"UA","EWR","LAS","2359","20250513","2030","20250513","2324","LAS","EWR","526","20250515","1600","20250516","3","E","L","509.96","USD:AY 11.20|US 33.44|XF 9.00|ZP 10.40","0.0","0.0","64.04"
"NH","EWR","NRT","6453","20250608","1145","20250609","1430","HND","JFK","160","20250620","2245","20250620","2255","E","S","1759.11","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|SW 20.40|TK 6.90|YQ 396.00","396.0","0.0","101.11000000000001"
"UA","LGA","YYZ","8229","20250511","725","20250511","907","YYZ","EWR","8656","20250517","835","20250517","1013","E","G","376.52","USD:AY 5.60|US 20.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.52"
"UA","JFK","YYZ","6607","20250511","655","20250511","841","YYZ","EWR","8714","20250517","630","20250517","809","E","G","376.52","USD:AY 5.60|US 20.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.52"
"UA","EWR","YYZ","8505","20250511","630","20250511","816","YYZ","LGA","8406","20250517","1325","20250517","1459","E","L","451.77","USD:AY 5.60|US 25.88|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","106.77"
"TS","EWR","YTZ","7368","20250511","2100","20250511","2240","YTZ","EWR","7236","20250517","945","20250517","1115","E","Z","546.27","USD:AY 5.60|US 32.93|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","107.27"
"UA","LGA","YYZ","8229","20250518","725","20250518","907","YYZ","EWR","8714","20250524","630","20250524","809","E","G","333.52","USD:AY 5.60|US 17.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.52"
"UA","EWR","YYZ","8505","20250518","630","20250518","816","YYZ","JFK","6608","20250524","755","20250524","939","E","G","333.52","USD:AY 5.60|US 17.63|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.52"
"UA","LGA","YYZ","8469","20250518","830","20250518","1010","YYZ","JFK","6632","20250524","1320","20250524","1500","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"UA","LGA","YYZ","8024","20250518","2045","20250518","2227","YYZ","EWR","8714","20250524","630","20250524","809","E","U","619.47","USD:AY 5.60|US 37.58|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","118.47"
"UA","LGA","YYZ","8233","20250518","1645","20250518","1825","YYZ","EWR","8660","20250524","1355","20250524","1530","E","M","681.82","USD:AY 5.60|US 41.93|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","122.82"
"B6","JFK","LAX","223","20250530","659","20250530","1004","LAX","EWR","1574","20250531","2220","20250601","648","E","L","266.96","USD:AY 11.20|US 16.49|XF 9.00|ZP 10.40","0.0","0.0","47.09"
"B6","JFK","LAX","223","20250530","659","20250530","1004","LAX","JFK","724","20250531","755","20250531","1632","E","L","296.96","USD:AY 11.20|US 18.58|XF 9.00|ZP 10.40","0.0","0.0","49.18"
"PD","EWR","YTZ","2130","20250810","1315","20250810","1455","YTZ","EWR","2135","20250815","1400","20250815","1530","E","W","332.34","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","92.34"
"PD","EWR","YTZ","2124","20250810","1000","20250810","1140","YTZ","EWR","2125","20250815","745","20250815","915","E","W","332.34","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","92.34"
"PD","EWR","YTZ","2144","20250810","2100","20250810","2240","YYZ","LGA","607","20250815","1925","20250815","2105","E","S","458.22","USD:AY 5.60|US 26.33|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","107.22"
"UA","EWR","LAS","1548","20250523","1645","20250523","1915","LAS","EWR","526","20250526","1545","20250526","2349","E","S","787.97","USD:AY 11.20|US 52.84|XF 9.00|ZP 10.40","0.0","0.0","83.44"
"KL","JFK","LHR","2501","20250505","1800","20250506","625","LHR","JFK","2504","20250510","1255","20250510","1600","E","V","645.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 330.00","52.0","330.0","262.30999999999995"
"BA","JFK","LHR","1511","20250505","1810","20250506","620","LHR","JFK","113","20250510","1620","20250510","1925","E","L","930.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 320.00|YR 10.00","320.0","10.0","262.30999999999995"
"UA","EWR","SFO","1960","20250515","700","20250515","1022","SFO","EWR","2482","20250516","2250","20250517","720","E","S","628.97","USD:AY 11.20|US 41.75|XF 9.00|ZP 10.40","0.0","0.0","72.35"
"HA","EWR","SFO","4902","20250515","1929","20250515","2301","SFO","JFK","6986","20250516","2311","20250517","759","E","U","667.6","USD:AY 11.20|US 44.44|XF 9.00|ZP 10.40","0.0","0.0","75.04"
"UA","EWR","SFO","1475","20250515","1035","20250515","1409","SFO","EWR","2480","20250516","1315","20250516","2144","E","S","692.96","USD:AY 11.20|US 46.21|XF 9.00|ZP 10.40","0.0","0.0","76.81"
"UA","EWR","SFO","1227","20250515","1330","20250515","1649","SFO","EWR","2209","20250516","1135","20250516","2005","E","W","756.96","USD:AY 11.20|US 50.68|XF 9.00|ZP 10.40","0.0","0.0","81.28"
"UA","EWR","SFO","548","20250515","1645","20250515","2002","SFO","EWR","2259","20250516","1040","20250516","1930","E","W","816.96","USD:AY 11.20|US 54.86|XF 9.00|ZP 10.40","0.0","0.0","85.46"
"UA","EWR","SFO","448","20250515","1800","20250515","2141","SFO","EWR","2482","20250516","2250","20250517","720","E","H","822.96","USD:AY 11.20|US 55.28|XF 9.00|ZP 10.40","0.0","0.0","85.88"
"AZ","JFK","FCO","611","20250725","2110","20250726","1150","FCO","JFK","610","20250811","1510","20250811","1855","E","O","971.51","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|EX 2.40|HB 9.00|IT 28.10|MJ 1.40|VT 3.80|YQ 410.00","410.0","0.0","118.50999999999999"
"AC","LGA","YUL","8631","20250618","705","20250618","837","YUL","LGA","8634","20250622","805","20250622","932","E","G","328.94","USD:AY 5.60|US 17.10|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 28.90|ZP 10.40|XG 1.45|XQ 2.88","0.0","0.0","100.94"
"UA","LGA","ORD","1611","20250523","2030","20250523","2209","ORD","LGA","1946","20250525","1600","20250525","1920","E","S","414.96","USD:AY 11.20|US 26.82|XF 9.00|ZP 10.40","0.0","0.0","57.42"
"UA","EWR","ORD","546","20250523","2030","20250523","2212","ORD","LGA","2451","20250525","700","20250525","1018","E","V","426.96","USD:AY 11.20|US 27.65|XF 9.00|ZP 10.40","0.0","0.0","58.25"
"UA","EWR","ORD","1832","20250523","1318","20250523","1455","ORD","LGA","2092","20250525","800","20250525","1118","E","H","494.97","USD:AY 11.20|US 32.40|XF 9.00|ZP 10.40","0.0","0.0","63.0"
"AA","LGA","ORD","2764","20250523","919","20250523","1057","ORD","LGA","2826","20250525","1600","20250525","1911","E","M","500.97","USD:AY 11.20|US 32.82|XF 9.00|ZP 10.40","0.0","0.0","63.42"
"UA","EWR","ORD","2100","20250523","800","20250523","939","ORD","LGA","1006","20250525","1800","20250525","2120","E","Q","504.97","USD:AY 11.20|US 33.10|XF 9.00|ZP 10.40","0.0","0.0","63.7"
"AA","LGA","ORD","1166","20250523","1429","20250523","1605","ORD","EWR","3794","20250525","1347","20250525","1659","E","L","508.96","USD:AY 11.20|US 33.37|XF 9.00|ZP 10.40","0.0","0.0","63.97"
"UA","LGA","ORD","2199","20250523","1317","20250523","1455","ORD","EWR","2133","20250525","1600","20250525","1934","E","V","517.96","USD:AY 11.20|US 34.00|XF 9.00|ZP 10.40","0.0","0.0","64.6"
"UA","EWR","ORD","1875","20250523","1135","20250523","1312","ORD","LGA","1006","20250525","1800","20250525","2120","E","H","524.96","USD:AY 11.20|US 34.49|XF 9.00|ZP 10.40","0.0","0.0","65.09"
"UA","EWR","ORD","1832","20250523","1318","20250523","1455","ORD","LGA","1006","20250525","1800","20250525","2120","E","H","524.96","USD:AY 11.20|US 34.49|XF 9.00|ZP 10.40","0.0","0.0","65.09"
"AA","LGA","ORD","2644","20250523","1255","20250523","1430","ORD","JFK","532","20250525","1145","20250525","1458","E","K","574.96","USD:AY 11.20|US 37.98|XF 9.00|ZP 10.40","0.0","0.0","68.58"
"UA","EWR","BNA","1428","20250601","630","20250601","750","BNA","EWR","2091","20250604","700","20250604","1016","E","G","196.97","USD:AY 11.20|US 11.61|XF 9.00|ZP 10.40","0.0","0.0","42.21"
"UA","EWR","BNA","1428","20250601","630","20250601","750","BNA","EWR","1331","20250604","1412","20250604","1730","E","G","196.97","USD:AY 11.20|US 11.61|XF 9.00|ZP 10.40","0.0","0.0","42.21"
"AA","LGA","BNA","4423","20250601","1730","20250601","1857","BNA","LGA","4606","20250604","1930","20250604","2254","E","N","321.97","USD:AY 11.20|US 20.33|XF 9.00|ZP 10.40","0.0","0.0","50.93"
"AA","LGA","ORD","2644","20250520","1255","20250520","1430","ORD","LGA","2088","20250523","1712","20250523","2019","E","O","282.97","USD:AY 11.20|US 17.61|XF 9.00|ZP 10.40","0.0","0.0","48.21"
"UA","LGA","ORD","352","20250520","1835","20250520","2016","ORD","LGA","758","20250523","1708","20250523","2028","E","G","282.97","USD:AY 11.20|US 17.61|XF 9.00|ZP 10.40","0.0","0.0","48.21"
"UA","EWR","ORD","2337","20250520","900","20250520","1045","ORD","LGA","1045","20250523","1500","20250523","1820","E","K","292.96","USD:AY 11.20|US 18.30|XF 9.00|ZP 10.40","0.0","0.0","48.9"
"UA","LGA","ORD","1656","20250520","725","20250520","906","ORD","LGA","2488","20250523","1200","20250523","1520","E","G","346.96","USD:AY 11.20|US 22.07|XF 9.00|ZP 10.40","0.0","0.0","52.67"
"UA","LGA","ORD","1032","20250520","1517","20250520","1658","ORD","EWR","563","20250523","710","20250523","1028","E","G","376.97","USD:AY 11.20|US 24.17|XF 9.00|ZP 10.40","0.0","0.0","54.77"
"UA","LGA","ORD","2199","20250520","1315","20250520","1455","ORD","EWR","2133","20250523","1600","20250523","1934","E","G","376.97","USD:AY 11.20|US 24.17|XF 9.00|ZP 10.40","0.0","0.0","54.77"
"UA","EWR","ORD","1875","20250520","1134","20250520","1315","ORD","LGA","2603","20250523","855","20250523","1215","E","T","385.96","USD:AY 11.20|US 24.79|XF 9.00|ZP 10.40","0.0","0.0","55.39"
"UA","JFK","YYZ","6607","20250612","655","20250612","841","YYZ","LGA","8406","20250615","1325","20250615","1459","E","G","263.64","USD:AY 5.60|US 12.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","93.64"
"UA","LGA","YYZ","8229","20250612","715","20250612","857","YYZ","JFK","6608","20250615","755","20250615","939","E","G","263.64","USD:AY 5.60|US 12.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","93.64"
"UA","EWR","YYZ","8505","20250612","635","20250612","818","YYZ","EWR","8714","20250615","630","20250615","808","E","G","274.39","USD:AY 5.60|US 13.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.39"
"BA","JFK","LHR","1511","20250622","1810","20250623","620","LHR","JFK","179","20250716","1805","20250716","2100","E","O","801.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"BA","JFK","LHR","116","20250622","2005","20250623","815","LHR","JFK","115","20250716","1440","20250716","1735","E","O","801.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"KL","JFK","LHR","2507","20250622","2325","20250623","1125","LHR","JFK","2508","20250716","1850","20250716","2129","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"BA","JFK","LHR","174","20250622","1845","20250623","650","LHR","JFK","179","20250716","1805","20250716","2100","E","Q","866.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"IB","JFK","LHR","3560","20250622","1845","20250623","650","LHR","JFK","4613","20250716","1905","20250716","2200","E","Q","1050.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 509.00|YR 10.00","509.0","10.0","262.30999999999995"
"VS","JFK","LHR","10","20250525","1900","20250526","715","LHR","JFK","4007","20250604","1055","20250604","1355","E","T","692.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 350.00|YR 10.00","350.0","10.0","262.30999999999995"
"DL","JFK","LHR","1","20250525","2025","20250526","850","LHR","JFK","2","20250604","1055","20250604","1355","E","E","692.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 350.00","10.0","350.0","262.30999999999995"
"DL","JFK","LHR","5992","20250525","2100","20250526","915","LHR","JFK","5993","20250604","1255","20250604","1600","E","E","692.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 350.00","10.0","350.0","262.30999999999995"
"UA","EWR","LHR","16","20250525","1815","20250526","645","LHR","EWR","17","20250604","1200","20250604","1515","E","L","748.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 290.00","290.0","0.0","262.30999999999995"
"UA","EWR","LHR","904","20250614","2050","20250615","920","LHR","EWR","883","20250629","800","20250629","1105","E","L","823.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 370.00","370.0","0.0","262.30999999999995"
"KL","JFK","LHR","6101","20250614","2020","20250615","850","LHR","JFK","2506","20250629","2010","20250629","2300","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"AF","JFK","LHR","9664","20250614","2100","20250615","915","LHR","JFK","6758","20250629","1255","20250629","1600","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"BA","JFK","LHR","114","20250614","2130","20250615","940","LHR","JFK","175","20250629","1000","20250629","1245","E","Q","930.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 550.00|YR 10.00","550.0","10.0","262.30999999999995"
"UA","EWR","LHR","110","20250614","1725","20250615","555","LHR","EWR","905","20250629","930","20250629","1245","E","L","1023.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 370.00","370.0","0.0","262.30999999999995"
"LH","EWR","LHR","7768","20250614","1725","20250615","555","LHR","EWR","7629","20250629","1600","20250629","1920","E","L","1048.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 370.00|YR 25.00","370.0","25.0","262.30999999999995"
"DL","LGA","MCO","2520","20250523","1545","20250523","1843","MCO","JFK","1511","20250525","1959","20250525","2255","E","E","286.97","USD:AY 11.20|US 17.89|XF 9.00|ZP 10.40","0.0","0.0","48.49"
"KL","JFK","BCN","6185","20250602","1605","20250603","600","BCN","JFK","6050","20250616","1410","20250616","1705","E","V","1179.81","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|JD 18.10|OG 0.70|QV 4.20|YQ 52.00|YR 560.00","52.0","560.0","96.80999999999995"
"JL","JFK","HND","3","20250611","140","20250612","440","HND","JFK","7010","20250623","1745","20250623","1810","E","O","1880.71","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|SW 20.40|TK 6.90|YQ 399.60","399.6","0.0","101.10999999999996"
"DL","JFK","MIA","1428","20250607","1955","20250607","2319","MIA","LGA","834","20250611","1955","20250611","2306","E","E","146.96","USD:AY 11.20|US 8.12|XF 9.00|ZP 10.40","0.0","0.0","38.72"
"AA","JFK","MIA","2017","20250607","600","20250607","904","MIA","EWR","2008","20250611","2122","20250612","29","E","O","226.96","USD:AY 11.20|US 13.70|XF 9.00|ZP 10.40","0.0","0.0","44.3"
"AA","LGA","MIA","2850","20250607","1125","20250607","1433","MIA","JFK","2026","20250611","1619","20250611","1922","E","Q","261.96","USD:AY 11.20|US 16.14|XF 9.00|ZP 10.40","0.0","0.0","46.74"
"UA","EWR","LAS","446","20250513","1037","20250513","1329","LAS","EWR","1995","20250523","2230","20250524","624","E","L","433.96","USD:AY 11.20|US 28.14|XF 9.00|ZP 10.40","0.0","0.0","58.74"
"UA","EWR","SFO","548","20250520","1645","20250520","2002","SFO","EWR","2856","20250525","710","20250525","1559","E","S","472.96","USD:AY 11.20|US 30.86|XF 9.00|ZP 10.40","0.0","0.0","61.46"
"UA","EWR","SFO","548","20250520","1645","20250520","2002","SFO","EWR","2626","20250525","1620","20250526","102","E","S","582.97","USD:AY 11.20|US 38.54|XF 9.00|ZP 10.40","0.0","0.0","69.14"
"AA","EWR","SFO","7453","20250520","1929","20250520","2301","SFO","EWR","7562","20250525","2215","20250526","652","E","V","676.61","USD:AY 11.20|US 45.07|XF 9.00|ZP 10.40","0.0","0.0","75.67"
"UA","EWR","IAD","1340","20250506","1305","20250506","1428","IAD","EWR","3444","20250508","1235","20250508","1413","E","V","549.96","USD:AY 11.20|US 36.23|XF 9.00|ZP 10.40","0.0","0.0","66.83"
"UA","EWR","ATL","2699","20250801","1942","20250801","2213","ATL","EWR","631","20250804","1215","20250804","1437","E","K","301.96","USD:AY 11.20|US 18.93|XF 9.00|ZP 10.40","0.0","0.0","49.53"
"AC","EWR","YYZ","8879","20250507","1355","20250507","1538","YYZ","EWR","1390","20250604","630","20250604","808","B","D","918.32","USD:AY 5.60|US 58.43|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","139.32"
"UA","EWR","LAS","323","20250627","1159","20250627","1424","LAS","EWR","2496","20250702","1359","20250702","2159","E","H","646.96","USD:AY 11.20|US 43.00|XF 9.00|ZP 10.40","0.0","0.0","73.6"
"UA","EWR","IAH","1590","20250606","1415","20250606","1700","IAH","LGA","2659","20250608","1832","20250608","2315","E","W","470.96","USD:AY 11.20|US 30.72|XF 9.00|ZP 10.40","0.0","0.0","61.32"
"UA","LGA","IAH","691","20250606","730","20250606","1017","IAH","EWR","2606","20250608","951","20250608","1429","E","K","491.97","USD:AY 11.20|US 32.19|XF 9.00|ZP 10.40","0.0","0.0","62.79"
"UA","LGA","IAH","1654","20250606","1247","20250606","1534","IAH","LGA","1032","20250608","805","20250608","1243","E","K","541.97","USD:AY 11.20|US 35.68|XF 9.00|ZP 10.40","0.0","0.0","66.28"
"UA","LGA","IAH","691","20250606","730","20250606","1017","IAH","EWR","2722","20250608","1155","20250608","1641","E","K","541.97","USD:AY 11.20|US 35.68|XF 9.00|ZP 10.40","0.0","0.0","66.28"
"JL","JFK","HND","3","20250708","140","20250709","440","HND","JFK","4","20250720","1830","20250720","1830","E","S","2050.71","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|SW 20.40|TK 6.90|YQ 399.60","399.6","0.0","101.10999999999996"
"UA","EWR","LAS","446","20250629","1029","20250629","1257","LAS","EWR","679","20250702","2205","20250703","559","E","K","350.96","USD:AY 11.20|US 22.35|XF 9.00|ZP 10.40","0.0","0.0","52.95"
"UA","EWR","LAS","446","20250629","1029","20250629","1257","LAS","EWR","526","20250702","1540","20250702","2347","E","K","350.96","USD:AY 11.20|US 22.35|XF 9.00|ZP 10.40","0.0","0.0","52.95"
"UA","LGA","IAH","2670","20250524","600","20250524","847","IAH","EWR","1646","20250528","1643","20250528","2129","E","L","461.97","USD:AY 11.20|US 30.10|XF 9.00|ZP 10.40","0.0","0.0","60.7"
"UA","LGA","IAH","2670","20250524","600","20250524","847","IAH","EWR","1499","20250528","1200","20250528","1646","E","L","531.97","USD:AY 11.20|US 34.98|XF 9.00|ZP 10.40","0.0","0.0","65.58"
"DL","LGA","MCO","2842","20250801","1929","20250801","2233","MCO","LGA","1523","20250809","705","20250809","951","E","E","212.96","USD:AY 11.20|US 12.72|XF 9.00|ZP 10.40","0.0","0.0","43.32"
